,movieId,title,tag,genresList,year,soup
145,6400,Murder on a Sunday Morning (Un coupable idéal) (2001),documentary crime,documentary,2001,documentary crime documentary
146,30892,In the Realms of the Unreal (2004),Animation Documentary Henry Darger,animation documentary,2004,animation documentary henry darger animation documentary
147,48698,Deliver Us from Evil (2006),the catholic church is the most corrupt organization in history,documentary,2006,the catholic church is the most corrupt organization in history documentary
148,64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",childish naivity friendship,drama war,2008,childish naivity friendship drama war
149,68954,Up (2009),adventure Bechdel Test:Fail cartoon children computer animation divorce dogs dreams Pixar bittersweet emotional heartbreaking touching,adventure animation children drama,2009,adventure bechdel test:fail cartoon children computer animation divorce dogs dreams pixar bittersweet emotional heartbreaking touching adventure animation children drama
150,71494,"Haunted World of El Superbeasto, The (2009)",Narrative pisstake,action animation comedy horror thriller,2009,narrative pisstake action animation comedy horror thriller
151,81158,Restrepo (2010),american idolatry,documentary war,2010,american idolatry documentary war
152,82459,True Grit (2010),atmospheric Coen Brothers Jeff Bridges Matt Damon predictable,western,2010,atmospheric coen brothers jeff bridges matt damon predictable western
153,90769,Starsuckers (2009),celebrity fetishism mediacentralism system holism,documentary,2009,celebrity fetishism mediacentralism system holism documentary
154,96084,Hands Over the City (Le mani sulla città) (1963),city politics italy political right versus left,drama,1963,city politics italy political right versus left drama
155,111364,Godzilla (2014),Creature Feature,action adventure sci-fi imax,2014,creature feature action adventure sci-fi imax
156,118784,Good Copy Bad Copy (2007),documentary music industry remix culture,documentary,2007,documentary music industry remix culture documentary
157,127172,A Story of Children and Film (2013),film history poetic representation of children,documentary,2013,film history poetic representation of children documentary
158,364,"Lion King, The (1994)",Disney Disney animated feature Oscar (Best Music - Original Score) soundtrack Disney,adventure animation children drama musical imax,1994,disney disney animated feature oscar (best music - original score) soundtrack disney adventure animation children drama musical imax
159,1288,This Is Spinal Tap (1984),music heavy metal mockumentary music,comedy,1984,music heavy metal mockumentary music comedy
160,1923,There's Something About Mary (1998),Ben Stiller Ben Stiller crude humor goofy,comedy romance,1998,ben stiller ben stiller crude humor goofy comedy romance
161,2616,Dick Tracy (1990),comic book,action crime,1990,comic book action crime
162,3481,High Fidelity (2000),music Nick Hornby,comedy drama romance,2000,music nick hornby comedy drama romance
163,3897,Almost Famous (2000),music journalism music Rolling Stone,drama,2000,music journalism music rolling stone drama
164,51255,Hot Fuzz (2007),british comedy,action comedy crime mystery,2007,british comedy action comedy crime mystery
165,1,Toy Story (1995),pixar pixar fun,adventure animation children comedy fantasy,1995,pixar pixar fun adventure animation children comedy fantasy
166,153,Batman Forever (1995),superhero superhero,action adventure comedy crime,1995,superhero superhero action adventure comedy crime
167,552,"Three Musketeers, The (1993)",knights,action adventure comedy romance,1993,knights action adventure comedy romance
168,1246,Dead Poets Society (1989),highschool High School,drama,1989,highschool high school drama
169,32587,Sin City (2005),cult,action crime film-noir mystery thriller,2005,cult action crime film-noir mystery thriller
170,33660,Cinderella Man (2005),boksdrama boxing,drama romance,2005,boksdrama boxing drama romance
171,34162,Wedding Crashers (2005),stiller,comedy romance,2005,stiller comedy romance
172,36529,Lord of War (2005),wapendrama,action crime drama thriller war,2005,wapendrama action crime drama thriller war
173,38798,In Her Shoes (2005),sisters,comedy drama,2005,sisters comedy drama
174,2146,St. Elmo's Fire (1985),post-college,drama romance,1985,post-college drama romance
175,37384,Waiting... (2005),restaurant,comedy,2005,restaurant comedy
176,40955,Breakfast on Pluto (2005),transvestite,comedy drama,2005,transvestite comedy drama
177,44889,Reefer Madness: The Movie Musical (2005),satire,comedy drama musical,2005,satire comedy drama musical
178,61323,Burn After Reading (2008),dark comedy Brad Pitt Coen Bros Coen Brothers dark comedy espionage George Clooney John Malkovich satire twists & turns weird,comedy crime drama,2008,dark comedy brad pitt coen bros coen brothers dark comedy espionage george clooney john malkovich satire twists & turns weird comedy crime drama
179,39,Clueless (1995),chick flick funny Paul Rudd quotable seen more than once Emma Jane Austen,comedy romance,1995,chick flick funny paul rudd quotable seen more than once emma jane austen comedy romance
180,1059,William Shakespeare's Romeo + Juliet (1996),Amazing Cinematography Leonardo DiCaprio shakespeare updated classics Shakespeare,drama romance,1996,amazing cinematography leonardo dicaprio shakespeare updated classics shakespeare drama romance
181,2762,"Sixth Sense, The (1999)",Atmospheric Bruce Willis ghosts imdb top 250 mindfuck stylized twist ending ghosts I see dead people,drama horror mystery,1999,atmospheric bruce willis ghosts imdb top 250 mindfuck stylized twist ending ghosts i see dead people drama horror mystery
182,4370,A.I. Artificial Intelligence (2001),android(s)/cyborg(s) artificial intelligence Bittersweet Steven Spielberg robots,adventure drama sci-fi,2001,android(s)/cyborg(s) artificial intelligence bittersweet steven spielberg robots adventure drama sci-fi
183,5464,Road to Perdition (2002),cinematography Tom Hanks,crime drama,2002,cinematography tom hanks crime drama
184,7078,Jezebel (1938),Bette Davis Oscar (Best Actress),drama,1938,bette davis oscar (best actress) drama
185,7444,13 Going on 30 (2004),Mark Ruffalo,comedy fantasy romance,2004,mark ruffalo comedy fantasy romance
186,7451,Mean Girls (2004),clever High School lesbian subtext High School,comedy,2004,clever high school lesbian subtext high school comedy
187,54997,3:10 to Yuma (2007),Christian Bale,action crime drama western,2007,christian bale action crime drama western
188,55290,Gone Baby Gone (2007),Casey Affleck great performances twist,crime drama mystery,2007,casey affleck great performances twist crime drama mystery
189,91500,The Hunger Games (2012),ending,action adventure drama sci-fi thriller,2012,ending action adventure drama sci-fi thriller
190,91529,"Dark Knight Rises, The (2012)",Anne Hathaway Christian Bale Christopher Nolan comic book great ending Morgan Freeman political commentary superhero,action adventure crime imax,2012,anne hathaway christian bale christopher nolan comic book great ending morgan freeman political commentary superhero action adventure crime imax
191,98961,Zero Dark Thirty (2012),Afghanistan American propaganda assassination military terrorism,action drama thriller,2012,afghanistan american propaganda assassination military terrorism action drama thriller
192,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),time travel time travel Brad Pitt Bruce Willis mindfuck Post apocalyptic post-apocalyptic remake time travel twist ending,mystery sci-fi thriller,1995,time travel time travel brad pitt bruce willis mindfuck post apocalyptic post-apocalyptic remake time travel twist ending mystery sci-fi thriller
193,47,Seven (a.k.a. Se7en) (1995),mystery twist ending serial killer,mystery thriller,1995,mystery twist ending serial killer mystery thriller
194,50,"Usual Suspects, The (1995)",mindfuck suspense thriller tricky twist ending heist,crime mystery thriller,1995,mindfuck suspense thriller tricky twist ending heist crime mystery thriller
195,147,"Basketball Diaries, The (1995)",addiction heroin Leonardo DiCaprio Mark Wahlberg,drama,1995,addiction heroin leonardo dicaprio mark wahlberg drama
196,175,Kids (1995),controversial New York City Nudity (Full Frontal),drama,1995,controversial new york city nudity (full frontal) drama
197,223,Clerks (1994),cynical hilarious independent film quirky witty generation X,comedy,1994,cynical hilarious independent film quirky witty generation x comedy
198,288,Natural Born Killers (1994),brutality controversial dark comedy psychedelic satire stylized,action crime thriller,1994,brutality controversial dark comedy psychedelic satire stylized action crime thriller
199,541,Blade Runner (1982),sci-fi robots androids artificial intelligence atmospheric cyberpunk future mindfuck Philip K. Dick atmospheric dreamlike existentialism philosophical,action sci-fi thriller,1982,sci-fi robots androids artificial intelligence atmospheric cyberpunk future mindfuck philip k. dick atmospheric dreamlike existentialism philosophical action sci-fi thriller
200,589,Terminator 2: Judgment Day (1991),apocalypse Arnold Schwarzenegger nuclear war sci-fi Suspense time travel robots Scifi masterpiece,action sci-fi,1991,apocalypse arnold schwarzenegger nuclear war sci-fi suspense time travel robots scifi masterpiece action sci-fi
201,608,Fargo (1996),based on a true story dark comedy KIDNAPPING Steve Buscemi Coen Brothers,comedy crime drama thriller,1996,based on a true story dark comedy kidnapping steve buscemi coen brothers comedy crime drama thriller
202,628,Primal Fear (1996),edward norton psychology suspense thought-provoking twist ending priest,crime drama mystery thriller,1996,edward norton psychology suspense thought-provoking twist ending priest crime drama mystery thriller
203,1089,Reservoir Dogs (1992),ensemble cast nonlinear Quentin Tarantino stylized heist violence humorous neo-noir Quentin Tarantino religion Tarantino,crime mystery thriller,1992,ensemble cast nonlinear quentin tarantino stylized heist violence humorous neo-noir quentin tarantino religion tarantino crime mystery thriller
204,1120,"People vs. Larry Flynt, The (1996)",freedom of expression,comedy drama,1996,freedom of expression comedy drama
205,1136,Monty Python and the Holy Grail (1975),british comedy Monty Python England King Arthur,adventure comedy fantasy,1975,british comedy monty python england king arthur adventure comedy fantasy
